#チップ基本,,,,画像,,,詳細,,,,ステータス,,,,,,,,,習得スキル,,,テキスト,その他
#ChipID(4),ItemID,チップ名,チップ一覧での種別ID,チップ一覧に出てくる画像ID,画像ドラッグ時の画像ID,パネルにはめ込まれた画像ID（下2桁は無視）,chip_modelのID,装着可能レベル,エンゲージタスク適用後ChipID(4),重ねがけID,HP(%),MP(%),SP(%),STR,MAG,VIT,DEX,AGI,INT,SkillID1,SkillID2,SkillID3,効果,備考
#0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
#ステータスチップ
1000,85100000,■ST-[STR-S1-1],10,10010001,10010001,11010000,10010001,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,STR+1
1001,85100010,□ST-[STR-S1-1],10,10010001,10010001,11010000,10010001,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,STR+2
1002,85100020,□ST-[STR-S1-2],10,10010001,10010001,11010000,10010001,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,STR+1
1005,85100100,■ST-[STR-A1-1],10,10030002,10030002,11010000,10030002,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,STR+2
1010,85100200,■ST-[STR-A1-2],10,10030001,10030001,11010000,10030001,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,STR+2
1015,85100300,■ST-[STR-A2-1],10,10040001,10040001,11010000,10040001,0,0,-1,0,0,0,3,0,0,0,0,0,0,0,0,STR+3
1020,85100400,■ST-[STR-B1-1],10,10020001,10020001,11010000,10020001,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,STR+1
1021,85100410,□ST-[STR-B1-1],10,10020001,10020001,11010000,10020001,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,STR+1
1025,85100500,■ST-[STR-B1-2],10,10020002,10020002,11010000,10020002,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,STR+1
1030,85100600,■ST-[STR-C1-1],10,10030002,10030002,11010000,10030002,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,STR+1
1035,85100700,■ST-[STR-C1-2],10,10030001,10030001,11010000,10030001,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,STR+1
1040,85100800,■ST-[STR-C1-3],10,10030003,10030003,11010000,10030003,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,STR+1
1045,85100900,■ST-[STR-C1-4],10,10030004,10030004,11010000,10030004,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,STR+1
1050,85101000,■ST-[STR-C1-5],10,10030005,10030005,11010000,10030005,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,STR+1
1055,85101100,■ST-[STR-C1-6],10,10030006,10030006,11010000,10030006,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,STR+1
1060,85101200,■ST-[STR-C2-1],10,10040001,10040001,11010000,10040001,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,STR+2
1065,85101300,■ST-[STR-C2-2],10,10040002,10040002,11010000,10040002,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,STR+2
1070,85101400,■ST-[STR-C2-3],10,10040003,10040003,11010000,10040003,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,STR+2
1075,85101500,■ST-[STR-C2-4],10,10040004,10040004,11010000,10040004,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,STR+2
1080,85101600,■ST-[STR-C2-5],10,10040005,10040005,11010000,10040005,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,STR+2
1085,85101700,■ST-[STR-C2-6],10,10040006,10040006,11010000,10040006,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,STR+2
1090,85101800,■ST-[STR-C2-7],10,10040007,10040007,11010000,10040007,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,STR+2
1095,85101900,■ST-[STR-C2-8],10,10040008,10040008,11010000,10040008,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,STR+2
1100,85102000,■ST-[STR-C2-9],10,10040009,10040009,11010000,10040009,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,STR+2
1105,85102100,■ST-[STR-C2-10],10,10040010,10040010,11010000,10040010,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,STR+2
1110,85102200,■ST-[STR-C2-11],10,10040011,10040011,11010000,10040011,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,STR+2
1115,85102300,■ST-[STR-C2-12],10,10040012,10040012,11010000,10040012,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,STR+2
1120,85102400,■ST-[STR-C2-13],10,10040013,10040013,11010000,10040013,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,STR+2
1125,85102500,■ST-[STR-C2-14],10,10040014,10040014,11010000,10040014,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,STR+2
1130,85102600,■ST-[STR-C2-15],10,10040015,10040015,11010000,10040015,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,STR+2
1135,85102700,■ST-[STR-C2-16],10,10040016,10040016,11010000,10040016,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,STR+2
