16000000,0,16000000,旅途的修行,USE,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,90000207,0,0,0,0,0,0,SELF,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,使用的话，任务数会增加「3」$R※但不能超过任务数上限,0,1,0,10
16000001,0,16000001,旅途的修行（6个装）,USE,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,90000210,0,0,0,0,0,0,SELF,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,【内容】内含6个「旅途的修行」,0,1,0,0
16000100,0,16000100,冒险之戒50%,USE,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,90000206,0,0,0,0,0,0,SELF,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,使用的话，60分钟内打倒魔物$R可以得到的$R基本经验值和职业经验值$R增加50%,0,1,0,10
16000101,0,16000101,冒险之戒50%（6个装）,USE,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,90000210,0,0,0,0,0,0,SELF,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,【内容】内含6个「冒险之戒50%」,0,1,0,0
16000102,0,16000100,冒险之戒50%（30天）,USE,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,90000208,0,0,0,0,0,0,SELF,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30天内打倒魔物时可以得到$R基本经验值和职业经验值$R增加50%$R※退出状态也计算在有效时间内,0,1,0,10
16000103,0,16000103,冒险之戒100%,USE,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,90000374,0,0,0,0,0,0,SELF,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,使用的话，60分钟内打倒魔物$R可以得到的$R基本经验值和职业经验值$R增加100%$R※不能和经验值增加50$R　经验值增加300并用,0,1,0,10
16000104,0,16000104,冒险之戒100%（6个装）,USE,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,90000210,0,0,0,0,0,0,SELF,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,【内容】$R内含6个「冒险之戒100%」$R使用的话，60分钟内打倒魔物$R可以得到的$R基本经验值和职业经验值$R增加100%$R※不能和经验值增加50$R　经验值增加300并用,0,1,0,0
16000105,0,16000105,冒险之戒50%（LV30以下）,USE,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,90000402,0,0,0,0,0,0,SELF,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LV30以上的冒险者$R不能使用此道具$R使用的话，60分钟内打倒魔物$R可以得到的$R基本经验值和职业经验值$R会增加50%$R※不能和经验值增加50$R冒险之戒100%，经验值增加300并用,0,1,0,0
16000106,0,16000100,冒险之戒50%（初心者）,USE,0,0,0,0,0,-1,-1,0,1,0,0,1,0,0,0,0,0,0,0,90000406,0,0,0,0,0,0,SELF,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,使用的话，60分钟内打倒魔物$R基本经验值和职业经验值$R会增加50%,0,0,0,0
16000200,0,16000200,富豪的证明,USE,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,90000209,0,0,0,0,0,0,SELF,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60分钟内魔物的$R道具掉落率$R会变为2倍,0,1,0,10
