#???þÉ??????,
#MapID,???,0¥T,????90¥T,????180¥T,????270¥T,
60000000,START_NOMAL,60000000_n.bmp,60000000_n.bmp,60000000_n.bmp,60000000_n.bmp,#¨Á????????????,
60001000,START_MAIMAI,60001000_n.bmp,60001000_n.bmp,60001000_n.bmp,60001000_n.bmp,#?????þ÷???????,
61000000,END_NOMAL,61000000_n.bmp,61000000_n.bmp,61000000_n.bmp,61000000_n.bmp,#??¢†?????¢†??????,
61004000,END_MAIMAI,61004000_s.bmp,61004000_w.bmp,61004000_n.bmp,61004000_e.bmp,#?????þ÷??????,
62000000,HALL_NOMAL,62000000_n.bmp,62000000_n.bmp,62000000_n.bmp,62000000_n.bmp,#??¢†????,
62001000,ROAD_CROSS_NOMAL,62001000_n.bmp,62001000_n.bmp,62001000_n.bmp,62001000_n.bmp,#ü¿??¢†?,
62002000,HALL_MAIMAI,62002000_n.bmp,62002000_n.bmp,62002000_n.bmp,62002000_n.bmp,#?????þ÷ü¿??¢†???,
62003000,HALL_MAIMAI,62003000_n.bmp,62003000_n.bmp,62003000_n.bmp,62003000_n.bmp,#?????þ÷ü¿??¢†??2,
63000000,ROOM_NOMAL,63000000_n.bmp,63000000_w.bmp,63000000_n.bmp,63000000_w.bmp,#£•©˜?üí?,
63001000,ROOM_NOMAL,63001000_n.bmp,63001000_n.bmp,63001000_n.bmp,63001000_n.bmp,#þÕ©˜?üí?,
63002000,ROOM_NOMAL,63001000_n.bmp,63001000_n.bmp,63001000_n.bmp,63001000_n.bmp,#þÕ©˜?üí?(üÎüí),
63003000,ROOM_NOMAL,63003000_n.bmp,63003000_w.bmp,63003000_n.bmp,63003000_w.bmp,#?????üí?,
63004000,ROOM_NOMAL,63003000_n.bmp,63003000_w.bmp,63003000_n.bmp,63003000_w.bmp,#?????üí?(üÎüí),
63005000,ROAD_CROSS_NOMAL,63005000_n.bmp,63005000_n.bmp,63005000_n.bmp,63005000_n.bmp,#¨Á?ü¿?üí?,
63006000,ROOM_MAIMAI,63006000_n.bmp,63006000_n.bmp,63006000_n.bmp,63006000_n.bmp,#?????þ÷ü¿??üí???,
63007000,ROOM_MAIMAI,63007000_n.bmp,63007000_n.bmp,63007000_n.bmp,63007000_n.bmp,#?????þ÷ü¿??üí??2,
63008000,ROOM_MAIMAI,63008000_n.bmp,63008000_n.bmp,63008000_n.bmp,63008000_n.bmp,#?????þ÷ü¿??üí??3,
64000000,ROAD_LINE_NOMAL,64000000_n.bmp,64000000_w.bmp,64000000_n.bmp,64000000_w.bmp,#£š¡_£•¤G?,
64001000,ROAD_LINE_NOMAL,64000000_n.bmp,64000000_w.bmp,64000000_n.bmp,64000000_w.bmp,#£š¡_£Y¤G?,
64002000,ROAD_RIGHT_NOMAL,64002000_s.bmp,64002000_e.bmp,64002000_n.bmp,64002000_w.bmp,#?þþ?¤G?,
64003000,ROAD_LEFT_NOMAL,64002000_w.bmp,64002000_s.bmp,64002000_e.bmp,64002000_n.bmp,#?þþ?¤G?,
64004000,ROAD_TJIRO_NOMAL,64004000_s.bmp,64004000_e.bmp,64004000_n.bmp,64004000_w.bmp,#T?¤G?,
64005000,ROAD_TJIRO_NOMAL,64005000_s.bmp,64005000_e.bmp,64005000_n.bmp,64005000_w.bmp,#Y??,
64006000,ROAD_CROSS_NOMAL,64006000_n.bmp,64006000_n.bmp,64006000_n.bmp,64006000_n.bmp,#ü¿?£Y¤G?,
64007000,ROAD_CROSS_NOMAL,64006000_n.bmp,64006000_n.bmp,64006000_n.bmp,64006000_n.bmp,#ü¿?£•¤G???£h??,
64008000,ROAD_LINE_MAIMAI,64008000_n.bmp,64008000_w.bmp,64008000_n.bmp,64008000_w.bmp,#?????þ÷£š¡_¤G?,
64009000,ROAD_RIGHT_MAIMAI,64009000_s.bmp,64009000_e.bmp,64009000_n.bmp,64009000_w.bmp,#?????þ÷?þþ?¤G?,
64010000,ROAD_LEFT_MAIMAI,64009000_w.bmp,64009000_s.bmp,64009000_e.bmp,64009000_n.bmp,#?????þ÷?þþ?¤G?,
64011000,ROAD_TJIRO_MAIMAI,64011000_s.bmp,64011000_e.bmp,64011000_n.bmp,64011000_w.bmp,#?????þ÷T?¤G?,
64012000,ROAD_CROSS_MAIMAI,64012000_n.bmp,64012000_n.bmp,64012000_n.bmp,64012000_n.bmp,#?????þ÷ü¿?¤G?,
60900000,START_NOMAL,test.bmp,test.bmp,test.bmp,test.bmp,#5.18?????,
60901000,START_NOMAL,test.bmp,test.bmp,test.bmp,test.bmp,#5.18?????,
60902000,START_NOMAL,test.bmp,test.bmp,test.bmp,test.bmp,#5.18?????,
60903000,START_NOMAL,test.bmp,test.bmp,test.bmp,test.bmp,#?????????????,
































































