#出現場所情報,0,0,0,0,0,出現モンスター情報,
#マップID,0,0,0,0,0,モンスターID,
10001000,0,0,0,0,0,40000001,
10001000,0,0,0,0,0,10000300,
10001000,0,0,0,0,0,10070300,
#10001000,0,0,0,0,0,10000300,
#10001000,0,0,0,0,0,10070300,
10001000,0,0,0,0,0,10070900,
10001000,0,0,0,0,0,10001001,
10001000,0,0,0,0,0,10130400,
10001000,0,0,0,0,0,10030400,
10001000,0,0,0,0,0,10030400,
10001000,0,0,0,0,0,10070900,
10001000,0,0,0,0,0,10070300,
10001000,0,0,0,0,0,10030401,
10001000,0,0,0,0,0,10130400,
10001000,0,0,0,0,0,10130400,
10001000,0,0,0,0,0,10130400,
10001000,0,0,0,0,0,10130400,
10001000,0,0,0,0,0,10130400,
10001000,0,0,0,0,0,10130400,
10001000,0,0,0,0,0,10130400,
10001000,0,0,0,0,0,10030400,
10001000,0,0,0,0,0,10030400,
10001000,0,0,0,0,0,10030400,
10001000,0,0,0,0,0,10030400,
10001000,0,0,0,0,0,10030400,
10001000,0,0,0,0,0,10030400,
10001000,0,0,0,0,0,10130400,
10001000,0,0,0,0,0,10130400,
10001000,0,0,0,0,0,10130400,
10001000,0,0,0,0,0,26090002,
10001000,0,0,0,0,0,30030006,
10001000,0,0,0,0,0,30060000,
10001000,0,0,0,0,0,30150000,
10001000,0,0,0,0,0,30150000,
10001000,0,0,0,0,0,30290101,
10001000,0,0,0,0,0,30290101,
10001000,0,0,0,0,0,10030400,
#10001000,0,0,0,0,0,10001100,
#10001000,0,0,0,0,0,30030031,
#10001000,0,0,0,0,0,30580000,
#10001000,0,0,0,0,0,30150011,
10002000,0,0,0,0,0,40000001,
10002000,0,0,0,0,0,10000300,
10002000,0,0,0,0,0,10070300,
10002000,0,0,0,0,0,10130400,
10002000,0,0,0,0,0,10130400,
#10002000,0,0,0,0,0,10130400,
10002000,0,0,0,0,0,10130400,
10002000,0,0,0,0,0,10130400,
10002000,0,0,0,0,0,10130400,
10002000,0,0,0,0,0,10130400,
#10002000,0,0,0,0,0,40610002,
#10002000,0,0,0,0,0,10111001,
10002000,0,0,0,0,0,10130400,
10002000,0,0,0,0,0,10130400,
10002000,0,0,0,0,0,10130400,
10002000,0,0,0,0,0,10130400,
10002000,0,0,0,0,0,10130400,
10002000,0,0,0,0,0,10070900,
10002000,0,0,0,0,0,10030400,
10002000,0,0,0,0,0,10030400,
#10002000,0,0,0,0,0,10030400,
10002000,0,0,0,0,0,10030400,
10002000,0,0,0,0,0,10030400,
10002000,0,0,0,0,0,10030400,
10002000,0,0,0,0,0,10030400,
10002000,0,0,0,0,0,10030400,
10002000,0,0,0,0,0,10030400,
10002000,0,0,0,0,0,10030400,
10002000,0,0,0,0,0,10030400,
10002000,0,0,0,0,0,10030400,
10002000,0,0,0,0,0,10030400,
10002000,0,0,0,0,0,10030400,
#10002000,0,0,0,0,0,10001100,
#10002000,0,0,0,0,0,30030031,
#10002000,0,0,0,0,0,30150011,
10002000,0,0,0,0,0,30030006,
10002000,0,0,0,0,0,30060000,
10002000,0,0,0,0,0,30010000,
10002000,0,0,0,0,0,30020000,
10002000,0,0,0,0,0,30150000,
10002000,0,0,0,0,0,30290102,
10002000,0,0,0,0,0,26090000,
10002000,0,0,0,0,0,30030001,
10002000,0,0,0,0,0,30210300,
10002000,0,0,0,0,0,30040001,
10002000,0,0,0,0,0,10530000,
10002000,0,0,0,0,0,10001001,
#10002001,0,0,0,0,0,40000001,
#10002001,0,0,0,0,0,10000306,
#10002001,0,0,0,0,0,10000306,
#10002001,0,0,0,0,0,10130402,
#10002001,0,0,0,0,0,10130402,
#10002001,0,0,0,0,0,10130402,
#10002001,0,0,0,0,0,10130402,
#10002001,0,0,0,0,0,10130402,
#10002001,0,0,0,0,0,10130402,
#10002001,0,0,0,0,0,10130402,
#10002001,0,0,0,0,0,10130402,
#10002001,0,0,0,0,0,10130402,
#10002001,0,0,0,0,0,10130402,
#10002001,0,0,0,0,0,10130402,
#10002001,0,0,0,0,0,26090006,
#10002001,0,0,0,0,0,26090006,
#10002001,0,0,0,0,0,26090006,
#10002001,0,0,0,0,0,26090006,
#10002001,0,0,0,0,0,26090006,
#10002001,0,0,0,0,0,26090006,
#10002001,0,0,0,0,0,26090006,
#10002001,0,0,0,0,0,26090006,
#10002001,0,0,0,0,0,26090006,
#10002001,0,0,0,0,0,26090006,
#10002001,0,0,0,0,0,26090006,
#10002001,0,0,0,0,0,26090006,
#10002001,0,0,0,0,0,26090006,
#10002001,0,0,0,0,0,26090006,
#10002001,0,0,0,0,0,10130403,
#10002001,0,0,0,0,0,10070300,
#10002001,0,0,0,0,0,10030400,
#10002001,0,0,0,0,0,10030400,
#10002001,0,0,0,0,0,10030400,
#10002001,0,0,0,0,0,10030400,
#10002001,0,0,0,0,0,10030400,
#10002001,0,0,0,0,0,10030400,
#10002001,0,0,0,0,0,10030400,
#10002001,0,0,0,0,0,10030400,
#10002001,0,0,0,0,0,10030400,
#10002001,0,0,0,0,0,10030400,
#10002001,0,0,0,0,0,10030400,
#10002001,0,0,0,0,0,10030400,
#10002001,0,0,0,0,0,10030400,
#10002001,0,0,0,0,0,26090000,
#10002001,0,0,0,0,0,10130401,
10003000,0,0,0,0,0,40000001,
10003000,0,0,0,0,0,10000000,
10003000,0,0,0,0,0,10070000,
#10003000,0,0,0,0,0,10000000,
#10003000,0,0,0,0,0,10070000,
10003000,0,0,0,0,0,10120000,
10003000,0,0,0,0,0,10120000,
10003000,0,0,0,0,0,10120000,
10003000,0,0,0,0,0,10000300,
10003000,0,0,0,0,0,10070300,
10003000,0,0,0,0,0,10130400,
#10003000,0,0,0,0,0,10070300,
#10003000,0,0,0,0,0,10130400,
10003000,0,0,0,0,0,30030006,
10003000,0,0,0,0,0,10030400,
10003000,0,0,0,0,0,30030006,
10003000,0,0,0,0,0,10001001,
10003000,0,0,0,0,0,26090000,
10003000,0,0,0,0,0,10030400,
10003000,0,0,0,0,0,10030400,
10003000,0,0,0,0,0,10030400,
10003000,0,0,0,0,0,10030400,
10003000,0,0,0,0,0,10030400,
#10003000,0,0,0,0,0,40610002,
#10003000,0,0,0,0,0,10111001,
10003000,0,0,0,0,0,10030400,
10003000,0,0,0,0,0,10030400,
10003000,0,0,0,0,0,10130400,
10003000,0,0,0,0,0,10130400,
10003000,0,0,0,0,0,10130400,
10003000,0,0,0,0,0,10130400,
10003000,0,0,0,0,0,10130400,
10003000,0,0,0,0,0,10130400,
10003000,0,0,0,0,0,10130400,
10003000,0,0,0,0,0,10130400,
#10003000,0,0,0,0,0,10001100,
#10003000,0,0,0,0,0,30030031,
10003000,0,0,0,0,0,10150000,
10003000,0,0,0,0,0,10150000,
10003000,0,0,0,0,0,10150000,
10003000,0,0,0,0,0,10150000,
10003000,0,0,0,0,0,30060000,
10003000,0,0,0,0,0,30150000,
10003000,0,0,0,0,0,30290101,
10003000,0,0,0,0,0,30290101,
10003000,0,0,0,0,0,30290101,
10003000,0,0,0,0,0,30290101,
10003000,0,0,0,0,0,30040001,
#10003000,0,0,0,0,0,30150011,
10004000,0,0,0,0,0,40000001,
10004000,0,0,0,0,0,10000300,
10004000,0,0,0,0,0,10070300,
#10004000,0,0,0,0,0,10000300,
#10004000,0,0,0,0,0,10070300,
10004000,0,0,0,0,0,10130400,
10004000,0,0,0,0,0,10130400,
10004000,0,0,0,0,0,10130400,
10004000,0,0,0,0,0,10130400,
10004000,0,0,0,0,0,10130400,
10004000,0,0,0,0,0,10070000,
10004000,0,0,0,0,0,10120000,
10004000,0,0,0,0,0,10120000,
10004000,0,0,0,0,0,10120000,
10004000,0,0,0,0,0,10120000,
10004000,0,0,0,0,0,10120000,
10004000,0,0,0,0,0,10120000,
10004000,0,0,0,0,0,10120000,
10004000,0,0,0,0,0,10120000,
10004000,0,0,0,0,0,10120000,
10004000,0,0,0,0,0,10120000,
10004000,0,0,0,0,0,30030006,
10004000,0,0,0,0,0,30290101,
10004000,0,0,0,0,0,30040001,
10004000,0,0,0,0,0,30040006,
10004000,0,0,0,0,0,30040003,
10004000,0,0,0,0,0,26090000,
10004000,0,0,0,0,0,10001001,
#10004000,0,0,0,0,0,10001100,
#10004000,0,0,0,0,0,30030031,
#10004000,0,0,0,0,0,30150011,
10005000,0,0,0,0,0,40000001,
10005000,0,0,0,0,0,30290101,
10005000,0,0,0,0,0,30290101,
10005000,0,0,0,0,0,30290101,
10005000,0,0,0,0,0,30290101,
10005000,0,0,0,0,0,30290101,
10005000,0,0,0,0,0,30290101,
10005000,0,0,0,0,0,30060000,
10005000,0,0,0,0,0,30000000,
10005000,0,0,0,0,0,10062000,
10005000,0,0,0,0,0,15810000,
10005000,0,0,0,0,0,14152000,
10005000,0,0,0,0,0,10062000,
10005000,0,0,0,0,0,15810000,
10005000,0,0,0,0,0,14152000,
10005000,0,0,0,0,0,10082000,
10005000,0,0,0,0,0,30150002,
10005000,0,0,0,0,0,30000003,
10005000,0,0,0,0,0,30040003,
10005000,0,0,0,0,0,30010000,
10005000,0,0,0,0,0,30010000,
10005000,0,0,0,0,0,10042000,
10005000,0,0,0,0,0,10040100,
10005000,0,0,0,0,0,30040001,
10005000,0,0,0,0,0,30150002,
10005000,0,0,0,0,0,10042000,
10005000,0,0,0,0,0,10152000,
10005000,0,0,0,0,0,15442000,
10005000,0,0,0,0,0,26072000,
10005000,0,0,0,0,0,30040001,
10005000,0,0,0,0,0,30150002,
10005000,0,0,0,0,0,10662000,
10005000,0,0,0,0,0,15442000,
10005000,0,0,0,0,0,26072000,
10005000,0,0,0,0,0,30150002,
10005000,0,0,0,0,0,30000003,
10005000,0,0,0,0,0,10082000,
10005000,0,0,0,0,0,15820000,
10005001,0,0,0,0,0,40000001,
10013000,0,0,0,0,0,40000001,
10013000,0,0,0,0,0,30290101,
10013000,0,0,0,0,0,30290101,
10013000,0,0,0,0,0,30290101,
