#マップ名,植物,鉱物,食べ物,魔法,宝箱,発掘品,何でも,変なもの,
10001000,120,120,120,60,160,320,80,80,#,ノーザリン岬,
10002000,120,120,120,60,120,320,80,80,#,スノップ雪原,
10003000,100,120,100,80,480,320,80,80,#,スノップの山道,
10004000,100,120,100,80,240,320,80,80,#,スノップ追分,
10014000,60,160,60,120,320,160,100,100,#,北アクロニア平原,
10014001,60,160,60,120,320,160,100,100,#,北アクロニア平原,
10015000,40,240,40,160,320,320,100,100,#,アクロニアの林,
10017000,60,240,40,240,160,320,100,100,#,ファーイースト街道,
10017001,60,160,40,240,160,320,100,100,#,ファーイースト街道,
10018000,60,240,40,240,160,320,100,100,#,イストー岬,
10019000,120,120,120,100,160,160,80,80,#,アンデッド島（岬）,
10019100,0,160,0,240,160,180,80,80,#,アンデッド島（島）,
10020000,100,120,120,240,320,160,80,80,#,キラービーの峠道,
10022000,60,160,60,100,320,160,100,100,#,西アクロニア平原,
10025000,60,160,60,100,320,160,100,100,#,東アクロニア平原,
10028000,120,120,120,240,160,180,80,80,#,モースグ崖,
10030000,40,160,40,80,320,180,100,100,#,果物の森,
10031000,60,160,60,100,320,160,100,100,#,南アクロニア平原,
10032000,60,240,80,80,320,320,100,100,#,ウテナ湖,
10034000,60,240,80,80,160,320,100,100,#,東アクロニア海岸,
10035000,120,120,120,160,160,160,80,80,#,軍艦島,
10042000,120,100,120,160,160,160,100,100,#,ステップ砂漠,
10043000,80,100,80,160,320,160,100,100,#,ウテナ川河口,
10046000,100,120,120,240,160,160,80,80,#,サウスリン岬,
10049000,120,120,120,60,160,320,80,80,#,ノース台地,
10050000,120,120,120,60,160,320,80,80,#,ノース中央山脈,
10051000,120,120,120,60,160,320,80,80,#,永遠への北限,
10051100,120,120,120,60,160,320,80,80,#,アイシー島,
10054000,40,480,40,160,160,320,120,120,#,モーモー草原,
10056000,40,480,40,160,160,320,120,120,#,フシギ団の砦,
10061000,120,120,120,160,160,160,80,80,#,鬼の寝床岩,
10063000,160,120,120,160,120,160,80,80,#,アイアンサウス街道,
10063100,0,160,80,160,160,80,80,80,#,アイアンシティ,
10064000,120,120,0,120,120,120,80,80,#,鉄火山,
10068000,40,480,40,160,160,320,120,120,#,穀倉地帯,
10069000,160,240,160,120,160,180,80,80,#,アンデッド城外周,
10070000,160,0,40,60,80,80,100,100,#,光の塔　地上MAP,
20000000,0,140,0,160,160,320,100,100,#,大陸の洞窟Ｂ1Ｆ,
20000001,0,140,0,160,160,320,100,100,#,大陸の洞窟Ｂ1Ｆ,
20000002,0,140,0,160,160,320,100,100,#,大陸の洞窟Ｂ1Ｆ,
20001000,0,140,0,160,160,320,100,100,#,大陸の洞窟Ｂ２Ｆ,
20001001,0,140,0,160,160,320,100,100,#,大陸の洞窟Ｂ２Ｆ,
20001002,0,140,0,160,160,320,100,100,#,大陸の洞窟Ｂ２Ｆ,
20002000,0,100,0,100,160,320,160,160,#,大陸の洞窟Ｂ３Ｆ,
20002001,0,100,0,100,160,320,160,160,#,大陸の洞窟Ｂ３Ｆ,
20003000,0,100,0,100,120,160,160,160,#,大陸の洞窟Ｂ４Ｆ,
20003001,0,100,0,100,120,160,160,160,#,大陸の洞窟Ｂ４Ｆ,
20003002,0,100,0,100,120,160,160,160,#,大陸の洞窟Ｂ４Ｆ,
20004000,0,0,0,60,120,160,160,160,#,大陸の洞窟Ｂ５Ｆ,
20004001,0,0,0,0,0,0,0,0,#,インスマウスの里,
20010000,0,160,0,60,160,160,160,160,#,氷結の坑道Ｂ１Ｆ,
20010001,0,160,0,60,160,160,160,160,#,氷結の坑道Ｂ１Ｆ,
20010002,0,160,0,60,160,160,160,160,#,氷結の坑道Ｂ１Ｆ,
20011000,0,160,0,60,160,160,160,160,#,氷結の坑道Ｂ２Ｆ,
20011001,0,160,0,60,160,160,160,160,#,氷結の坑道Ｂ２Ｆ,
20012000,0,160,0,60,120,180,160,160,#,氷結の坑道Ｂ３Ｆ,
20012001,0,160,0,60,120,180,160,160,#,氷結の坑道Ｂ３Ｆ,
20014000,0,160,0,60,100,160,100,100,#,ノーザンダンジョン,
20020000,0,100,80,80,100,80,100,100,#,サウスダンジョンＢ１,
20021000,0,100,100,60,90,80,100,100,#,サウスダンジョンＢ２,
20022000,0,100,160,60,80,80,100,100,#,サウスダンジョンＢ３,
20023000,0,100,0,160,120,120,100,100,#,マルクトの船着場,
20030000,0,120,0,240,180,140,160,160,#,廃炭鉱Ｂ１Ｆ,
20030001,0,120,0,240,180,140,160,160,#,廃炭鉱Ｂ１Ｆ,
20030002,0,120,0,240,180,140,160,160,#,廃炭鉱Ｂ１Ｆ,
20031000,0,120,0,240,120,140,160,160,#,廃炭鉱Ｂ２Ｆ,
20031001,0,120,0,240,120,140,160,160,#,廃炭鉱Ｂ２Ｆ,
20032000,0,120,0,240,120,80,160,160,#,廃炭鉱Ｂ３Ｆ,
20032001,0,120,0,240,120,80,160,160,#,廃炭鉱Ｂ３Ｆ,
20090000,60,240,60,160,120,160,100,100,#,FEダンジョン,
20091000,60,240,60,160,120,160,100,100,#,毒の湿原,
20092000,60,240,60,160,120,160,100,100,#,原初の森,
20140000,0,60,0,40,90,120,100,100,#,光の塔　メイン１F,
20141000,0,60,0,40,90,120,100,100,#,光の塔　メイン２F,
20142000,0,60,0,40,90,120,100,100,#,光の塔　メイン３F,
20143000,0,60,0,40,90,120,100,100,#,光の塔　メイン４F,
20144000,0,40,0,40,90,120,100,100,#,光の塔　A棟５F,
20145000,0,40,0,40,90,120,100,100,#,光の塔　B棟５F,
20146000,0,40,0,40,90,120,100,100,#,光の塔　C棟５F　屋上　渡り廊下　４F屋上　B棟９F屋上,
20147000,0,40,0,40,90,120,100,100,#,光の塔　A棟６F,
20148000,0,40,0,40,90,120,100,100,#,光の塔　B棟６F,
20149000,0,40,0,40,90,120,100,100,#,光の塔　A棟７F,
20150000,0,40,0,40,90,120,100,100,#,光の塔　B棟７F,
20151000,0,40,0,40,90,120,100,100,#,光の塔　A棟８F,
20152000,0,40,0,40,90,120,100,100,#,光の塔　B棟８F,
20153000,0,40,0,40,90,120,100,100,#,光の塔　A棟９F,
20154000,0,40,0,40,90,120,100,100,#,光の塔　A棟１０F,
20155000,0,40,0,40,90,120,100,100,#,光の塔　A棟１１F,
20156000,0,40,0,40,90,120,100,100,#,光の塔　A棟１２F,
20154001,0,40,0,40,90,100,80,100,#,光の塔　A棟１３F,
20154002,0,40,0,40,90,100,80,100,#,光の塔　A棟１４F,
20155001,0,40,0,40,90,100,80,100,#,光の塔　A棟１５F,
20155002,0,40,0,40,90,100,80,100,#,光の塔　A棟１６F,
20157000,0,40,0,40,90,100,80,100,#,光の塔　A棟１７F,
20158000,0,40,0,40,90,100,80,80,#,光の塔　A棟１８F,
20159000,0,40,0,40,90,100,80,80,#,光の塔　A棟１９F,
20160000,0,40,0,40,90,100,80,80,#,光の塔　A棟２０F,
20161000,0,40,0,40,90,100,80,80,#,光の塔　A棟２１F,
20162000,0,40,0,40,90,100,80,80,#,光の塔　A棟２２F,
20163000,0,40,0,40,90,100,80,80,#,光の塔　外周階段　 A棟屋上,
,,,,,,,,,,　　　　,
